order_id,payment_type
sdv-id-PicNEr,credit_card
sdv-id-kZbXvF,credit_card
sdv-id-qSKQRG,credit_card
sdv-id-ydUkal,points
sdv-id-guzNbT,voucher
sdv-id-YhPZuj,voucher
sdv-id-yPACbV,voucher
sdv-id-LmjctT,credit_card
sdv-id-tGoQJJ,debit_card
sdv-id-sidpSK,credit_card
sdv-id-HFaumk,credit_card
sdv-id-ePRWve,credit_card
sdv-id-LTilaQ,credit_card
sdv-id-wCiLWB,credit_card
sdv-id-RoYfPt,voucher
sdv-id-ZOtieE,voucher
sdv-id-SvcNAy,credit_card
sdv-id-kooJHu,credit_card
sdv-id-pCmViB,credit_card
sdv-id-mhUrbO,debit_card
sdv-id-CohnBe,credit_card
sdv-id-kHitDH,credit_card
sdv-id-lAKjDm,credit_card
sdv-id-NswhAa,points
sdv-id-Wefdnw,credit_card
sdv-id-rJqgMl,debit_card
sdv-id-QGzWJK,credit_card
sdv-id-FaraLw,points
sdv-id-akdamt,credit_card
sdv-id-ARLzRw,credit_card
sdv-id-uqUGwQ,credit_card
sdv-id-VDNsvs,voucher
sdv-id-vBjrbv,credit_card
sdv-id-KWjnDB,voucher
sdv-id-CcRgGC,voucher
sdv-id-oMpXUC,voucher
sdv-id-BrcYgM,credit_card
sdv-id-lhxPUv,voucher
sdv-id-KNhDOD,voucher
sdv-id-gMuJuB,voucher
sdv-id-gZBUUw,credit_card
sdv-id-AHmSOZ,debit_card
sdv-id-PpjLua,credit_card
sdv-id-CuYtDa,credit_card
sdv-id-uZfIDR,points
sdv-id-qRgJFl,credit_card
sdv-id-LbvZCR,credit_card
sdv-id-cTmDlx,credit_card
sdv-id-dOeHvn,credit_card
sdv-id-eCmUqW,credit_card
sdv-id-UAmntF,credit_card
sdv-id-fgqPYC,credit_card
sdv-id-pcdiqa,voucher
sdv-id-YsluEn,voucher
sdv-id-xnKPZC,credit_card
sdv-id-ihrlTg,credit_card
sdv-id-fFmxSh,voucher
sdv-id-LsHxAt,voucher
sdv-id-stYbxz,credit_card
sdv-id-BjDbyx,voucher
sdv-id-RNxzwg,voucher
sdv-id-XgJrLS,credit_card
sdv-id-PCKOad,credit_card
sdv-id-EuvHXq,credit_card
sdv-id-ShgQfQ,voucher
sdv-id-nKDVfx,credit_card
sdv-id-YzXEup,credit_card
sdv-id-NNiBHy,credit_card
sdv-id-SbpsQn,credit_card
sdv-id-PDOZRG,credit_card
sdv-id-pFJGTs,credit_card
sdv-id-ofRAxk,credit_card
sdv-id-gmiEab,voucher
sdv-id-VPiGmY,credit_card
sdv-id-rFFIry,credit_card
sdv-id-zIbhPE,credit_card
sdv-id-ZTOjEE,credit_card
sdv-id-PkbCIg,credit_card
sdv-id-JqcvQk,points
sdv-id-aOjjhj,debit_card
sdv-id-eItBPH,points
sdv-id-CGkyfu,voucher
sdv-id-DYwhSh,voucher
sdv-id-YbCVnL,voucher
sdv-id-hxKvdn,credit_card
sdv-id-wdwFEm,credit_card
sdv-id-YUqPGS,credit_card
sdv-id-rRbdLD,credit_card
sdv-id-vExEox,credit_card
sdv-id-CRwAJP,credit_card
sdv-id-xqlSqz,voucher
sdv-id-Nbhplm,voucher
sdv-id-ADMGiA,credit_card
sdv-id-rseeyT,credit_card
sdv-id-OnyFVd,credit_card
sdv-id-BQOcgh,voucher
sdv-id-jZdwMl,credit_card
sdv-id-gggFpa,credit_card
sdv-id-yXrkez,credit_card
sdv-id-SMrLeP,voucher
sdv-id-zbOEKI,voucher
sdv-id-THCJqF,voucher
sdv-id-sZDyWY,credit_card
sdv-id-KokTSy,voucher
sdv-id-aALJZV,credit_card
sdv-id-XBAArK,credit_card
sdv-id-evsNAx,voucher
sdv-id-cBrpbx,voucher
sdv-id-jZtpQM,points
sdv-id-XUFPBf,points
sdv-id-DGNwYV,credit_card
sdv-id-lJAPHX,voucher
sdv-id-SEdNmF,credit_card
sdv-id-qhWngy,credit_card
sdv-id-XpQmLY,voucher
sdv-id-zpbKGF,voucher
sdv-id-aFGymD,voucher
sdv-id-pTceqD,credit_card
sdv-id-CCslpf,voucher
sdv-id-VrXteX,debit_card
sdv-id-TLtxvZ,credit_card
sdv-id-WMKNZo,voucher
sdv-id-qgaiAz,credit_card
sdv-id-tvJufW,points
sdv-id-mkEoXz,credit_card
sdv-id-pCKhxT,credit_card
sdv-id-kkmKer,voucher
sdv-id-rrQjPY,credit_card
sdv-id-QFgxid,voucher
sdv-id-qdDAUF,points
sdv-id-ikQVsu,voucher
sdv-id-umaIAZ,voucher
sdv-id-JOZxkt,credit_card
sdv-id-gJRRvb,credit_card
sdv-id-lnueJF,credit_card
sdv-id-XFvVCo,credit_card
sdv-id-VxdMUY,credit_card
sdv-id-RHJgrt,credit_card
sdv-id-MoDHco,voucher
sdv-id-BNiYnS,credit_card
sdv-id-qohIFU,credit_card
sdv-id-nrBPZi,credit_card
sdv-id-srYpEF,credit_card
sdv-id-LnmhKC,voucher
sdv-id-SBIjUV,debit_card
sdv-id-yaAkcF,credit_card
sdv-id-kzDGMX,credit_card
sdv-id-VKHgyl,credit_card
sdv-id-wSQwDB,credit_card
sdv-id-vSNkWE,credit_card
sdv-id-ZlgjoQ,points
sdv-id-ALWLFy,credit_card
sdv-id-OQwSzc,credit_card
sdv-id-KTBwXG,voucher
sdv-id-Oeddvt,credit_card
sdv-id-ZixzYB,points
sdv-id-tfYkAG,voucher
sdv-id-zQPWVm,credit_card
sdv-id-rjCkQA,voucher
sdv-id-kVnqAT,credit_card
sdv-id-ezqArE,debit_card
sdv-id-dUUEHA,credit_card
sdv-id-cJMxDn,credit_card
sdv-id-ovccYJ,credit_card
sdv-id-vRrlTT,voucher
sdv-id-OluCEr,voucher
sdv-id-LrWKMs,voucher
sdv-id-UEgSmZ,credit_card
sdv-id-oMDfUp,credit_card
sdv-id-gSMrdQ,voucher
sdv-id-DkuXyg,credit_card
sdv-id-XCpbRW,credit_card
sdv-id-LbYnjm,voucher
sdv-id-RrlXik,credit_card
sdv-id-JlkUar,credit_card
sdv-id-oRDjUj,voucher
sdv-id-brtCfz,voucher
sdv-id-fynUme,credit_card
sdv-id-LSfrCL,voucher
sdv-id-UnZALp,credit_card
sdv-id-RaLzBL,credit_card
sdv-id-FpgiFn,voucher
sdv-id-uhdrmh,credit_card
sdv-id-YYlzSh,credit_card
sdv-id-TSRrhR,voucher
sdv-id-PhDaeX,voucher
sdv-id-jFTlIa,credit_card
sdv-id-JAKcrD,points
sdv-id-HpNsWz,credit_card
sdv-id-pZfiWn,voucher
sdv-id-oLiSEa,voucher
sdv-id-hWpBIj,voucher
sdv-id-FDozKJ,credit_card
sdv-id-UFGAvY,voucher
sdv-id-iXUYPw,credit_card
sdv-id-uyGUcL,credit_card
sdv-id-iNkjfy,credit_card
sdv-id-NOahtn,voucher
sdv-id-PiOVGv,credit_card
sdv-id-uSgsea,voucher
sdv-id-xBeWBy,credit_card
sdv-id-KTPEnB,credit_card
sdv-id-UIRcdS,credit_card
sdv-id-yTABGK,voucher
sdv-id-WxBtgx,credit_card
sdv-id-fSaxeq,
sdv-id-jFRdrY,points
sdv-id-KbXwng,credit_card
sdv-id-KxuCBW,credit_card
sdv-id-dMrsey,credit_card
sdv-id-tbDOlf,credit_card
sdv-id-bXxycB,voucher
sdv-id-ibmYVr,voucher
sdv-id-qXQOnc,credit_card
sdv-id-VywDTR,credit_card
sdv-id-AKjtBm,voucher
sdv-id-EzjFeJ,voucher
sdv-id-oJORmm,credit_card
sdv-id-cenkNn,voucher
sdv-id-kiTkbv,voucher
sdv-id-ykvJLV,voucher
sdv-id-ulMZmv,debit_card
sdv-id-FbdoXM,credit_card
sdv-id-paRWWI,credit_card
sdv-id-ePIDtZ,credit_card
sdv-id-cQQASa,voucher
sdv-id-KrjRsI,credit_card
sdv-id-sLiclS,points
sdv-id-dNwOwb,credit_card
sdv-id-myJpLA,credit_card
sdv-id-SXjPLA,voucher
sdv-id-HnQxHr,voucher
sdv-id-qoIxYQ,credit_card
sdv-id-xhtnss,credit_card
sdv-id-EvnbVe,credit_card
sdv-id-eOxAYS,voucher
sdv-id-MtOXtc,voucher
sdv-id-CuxfPF,credit_card
sdv-id-AjNFxl,points
sdv-id-ZVrTAs,credit_card
sdv-id-JArqRk,voucher
sdv-id-nWcgMP,credit_card
sdv-id-svgfmx,credit_card
sdv-id-HgbaEr,credit_card
sdv-id-QoYarr,credit_card
sdv-id-hFWyRk,credit_card
sdv-id-rUBLIa,credit_card
sdv-id-aLmDze,voucher
sdv-id-KNuAeD,debit_card
sdv-id-DwHPAZ,credit_card
sdv-id-eKsDlw,credit_card
sdv-id-ReDeMK,voucher
sdv-id-SxxyiP,credit_card
sdv-id-dyyTAC,credit_card
sdv-id-TpkyWm,credit_card
sdv-id-OddvYT,credit_card
sdv-id-njBRdh,voucher
sdv-id-gxmwcn,points
sdv-id-eNjtGK,credit_card
sdv-id-EkjDXk,credit_card
sdv-id-MWoNhJ,credit_card
sdv-id-VqhYBy,points
sdv-id-frwvtk,voucher
sdv-id-IXPxja,voucher
sdv-id-WCcMdf,credit_card
sdv-id-LAfjCp,debit_card
sdv-id-HGwUdL,credit_card
sdv-id-xkqfAS,voucher
sdv-id-qUzCZm,credit_card
sdv-id-cHTaSR,credit_card
sdv-id-XuINQb,voucher
sdv-id-xTvtfq,credit_card
sdv-id-ycngix,credit_card
sdv-id-aXKpLt,voucher
sdv-id-zSjRLv,credit_card
sdv-id-ZWBYSA,credit_card
sdv-id-pvukfp,voucher
sdv-id-NWWwIo,credit_card
sdv-id-VtHRaV,credit_card
sdv-id-TxMVCJ,credit_card
sdv-id-YoWkDd,debit_card
sdv-id-imgQYu,credit_card
sdv-id-jLtTFL,voucher
sdv-id-KHJECG,voucher
sdv-id-cKXCwo,credit_card
sdv-id-QFLXIN,credit_card
sdv-id-yqbQMv,credit_card
sdv-id-zqtAXY,credit_card
sdv-id-GmEUtS,voucher
sdv-id-uEpmKo,credit_card
sdv-id-BhWPZH,credit_card
sdv-id-wUNDBD,credit_card
sdv-id-AWTpix,credit_card
sdv-id-YSLMnD,credit_card
sdv-id-FhLQEd,debit_card
sdv-id-FKZydA,debit_card
sdv-id-zsHJQu,credit_card
sdv-id-tVbtrG,debit_card
sdv-id-gFoKzr,credit_card
sdv-id-SRffoK,voucher
sdv-id-kZQkMY,credit_card
sdv-id-wqzCgt,points
sdv-id-oMVeMP,credit_card
sdv-id-gBmoFy,credit_card
sdv-id-koXRgj,credit_card
sdv-id-goqkCE,credit_card
sdv-id-tHUwHI,credit_card
sdv-id-fUTGOO,credit_card
sdv-id-chbShg,credit_card
sdv-id-OKmyRI,credit_card
sdv-id-zeOzVg,points
sdv-id-FDcGlz,debit_card
sdv-id-HInfQg,voucher
sdv-id-tWlGDF,debit_card
sdv-id-vHwjST,voucher
sdv-id-SAMqtf,credit_card
sdv-id-HZGXgx,voucher
sdv-id-nbKezU,credit_card
sdv-id-OVAszw,points
sdv-id-GjwGOO,voucher
sdv-id-ikZeJj,voucher
sdv-id-rOPHvE,credit_card
sdv-id-RHPqWR,points
sdv-id-XmZUCa,credit_card
sdv-id-rHdJLd,credit_card
sdv-id-yakivp,credit_card
sdv-id-tPFovb,credit_card
sdv-id-BhCacz,credit_card
sdv-id-OMjDpi,credit_card
sdv-id-islOyi,credit_card
sdv-id-TUXYvC,credit_card
sdv-id-ToDTUz,debit_card
sdv-id-aBZsDz,points
sdv-id-rLXZVT,credit_card
sdv-id-ZPEkIY,voucher
sdv-id-iEYkMR,credit_card
sdv-id-RlKcbb,credit_card
sdv-id-DGmcsZ,credit_card
sdv-id-IWWyYB,credit_card
sdv-id-bXceUe,voucher
sdv-id-aUIUsf,voucher
sdv-id-SJcwZI,voucher
sdv-id-jopXSX,credit_card
sdv-id-PjpqCD,points
